"","tourney_id","tourney_name","surface","draw_size","tourney_level","tourney_date","match_num","winner1_id","winner2_id","winner_entry","loser1_id","loser2_id","loser_entry","score","best_of","round","winner1_name","winner1_hand","winner1_ioc","winner1_age","winner2_name","winner2_hand","winner2_ioc","winner2_age","loser1_name","loser1_hand","loser1_ioc","loser1_age","loser2_name","loser2_hand","loser2_ioc","loser2_age","winner1_rank","winner1_rank_points","winner2_rank","winner2_rank_points","loser1_rank","loser1_rank_points","loser2_rank","loser2_rank_points","w_ace","w_df","w_svpt","w_1stIn","w_1stWon","w_2ndWon","w_SvGms","w_bpSaved","w_bpFaced","l_ace","l_df","l_svpt","l_1stIn","l_1stWon","l_2ndWon","l_SvGms","l_bpSaved","l_bpFaced","w_1st_Per","l_1st_Per","w_first_won_per","l_first_won_per","w_per_pair_mean_age","l_per_pair_mean_age","w_age_diff","l_age_diff"
"219","2019-M004","Acapulco","Hard",32,"A",2019-02-25,261,104719,105254,"",120798,105302,"LL","6-4 2-6 (10-5)",3,"R32","Marcel Granollers","R","ESP",32.8733744,"Nikola Mektic","R","CRO",30.17111567,"Hans Hach Verdugo","U","MEX",29.28952772,"Ante Pavic","R","CRO",29.97125257,24,2818,15,4470,150,503,132,595,3,5,60,35,29,10,9,0,3,1,2,59,38,25,10,9,5,7,58.3333333333333,64.4067796610169,82.8571428571429,65.7894736842105,31.522245035,29.630390145,2.70225873,0.681724850000002
"220","2019-M004","Acapulco","Hard",32,"A",2019-02-25,260,108701,104857,"",111797,104312,"","7-6(2) 6-3",3,"R32","Juan Sebastian Cabal","R","COL",32.83778234,"Robert Farah","R","COL",32.09856263,"Nicolas Jarry","R","CHI",23.37577002,"Andreas Seppi","R","ITA",35.01163587,10,5030,10,5030,41,1945,187,360,3,0,64,48,37,10,11,3,3,2,4,63,31,21,18,10,2,3,75,49.2063492063492,77.0833333333333,67.741935483871,32.468172485,29.193702945,0.739219709999993,11.63586585
"221","2019-M004","Acapulco","Hard",32,"A",2019-02-25,259,105572,104677,"",105376,105906,"Q","6-2 6-2",3,"R32","Austin Krajicek","L","USA",28.6954141,"Artem Sitak","R","NZL",33.045859,"Peter Gojowczyk","R","GER",29.61533196,"Kevin Krawietz","R","GER",27.08829569,46,1819,37,2160,455,45,51,1642,3,2,43,30,25,5,8,4,5,0,1,43,26,12,6,8,2,7,69.7674418604651,60.4651162790698,83.3333333333333,46.1538461538462,30.87063655,28.351813825,4.3504449,2.52703627
"222","2019-M004","Acapulco","Hard",32,"A",2019-02-25,258,103852,104043,"",105428,105323,"","6-4 6-4",3,"R32","Feliciano Lopez","L","ESP",37.43189596,"Marc Lopez","R","ESP",36.57221081,"Marcus Daniell","R","NZL",29.29500342,"Wesley Koolhof","R","NED",29.85900068,36,2210,33,2345,62,1389,42,1895,6,2,56,35,25,13,10,5,6,3,4,59,37,23,13,10,5,8,62.5,62.7118644067797,71.4285714285714,62.1621621621622,37.002053385,29.57700205,0.859685149999997,0.563997260000001
"223","2019-M004","Acapulco","Hard",32,"A",2019-02-25,257,104136,103529,"WC",103997,104249,"","7-6(4) 6-3",3,"R32","Santiago Gonzalez","R","MEX",36.00273785,"Aisam Ul Haq Qureshi","R","PAK",38.9431896,"Lukasz Kubot","R","POL",36.78028747,"Marcelo Melo","R","BRA",35.42505133,56,1530,67,1350,8,5110,12,4840,5,3,70,43,33,15,11,3,4,0,2,64,40,22,14,10,9,11,61.4285714285714,62.5,76.7441860465116,55,37.472963725,36.1026694,2.94045174999999,1.35523614
"224","2019-M004","Acapulco","Hard",32,"A",2019-02-25,256,100644,104999,"",103977,104960,"WC","6-3 7-5",3,"R32","Alexander Zverev","R","GER",21.85078713,"Mischa Zverev","L","GER",31.51266256,"Nicholas Monroe","R","USA",36.8733744,"Miguel Angel Reyes Varela","R","MEX",31.68240931,104,780,94,915,76,1110,65,1376,9,5,64,45,33,11,11,9,9,0,2,57,37,28,9,10,5,7,70.3125,64.9122807017544,73.3333333333333,75.6756756756757,26.681724845,34.277891855,9.66187543,5.19096509
"225","2019-M004","Acapulco","Hard",32,"A",2019-02-25,255,103184,103185,"",105357,105439,"","6-3 6-4",3,"R32","Bob Bryan","L","USA",40.82683094,"Mike Bryan","R","USA",40.82683094,"John Millman","R","AUS",29.70020534,"Neal Skupski","R","GBR",29.23477071,16,4290,1,10640,233,250,35,2320,5,1,54,42,33,6,10,4,5,4,3,55,35,21,10,9,4,7,77.7777777777778,63.6363636363636,78.5714285714286,60,40.82683094,29.467488025,0,0.465434630000001
"226","2019-M004","Acapulco","Hard",32,"A",2019-02-25,242,105376,105906,"",120798,105302,"WC","7-5 6-4",3,"QF","Peter Gojowczyk","R","GER",29.61533196,"Kevin Krawietz","R","GER",27.08829569,"Hans Hach Verdugo","U","MEX",29.28952772,"Ante Pavic","R","CRO",29.97125257,455,45,51,1642,150,503,132,595,4,0,55,33,27,14,11,0,1,3,3,60,30,20,17,11,5,8,60,50,81.8181818181818,66.6666666666667,28.351813825,29.630390145,2.52703627,0.681724850000002
"227","2019-M004","Acapulco","Hard",32,"A",2019-02-25,241,105376,105906,"",103607,105943,"Alt","6-4 6-3",3,"R32","Peter Gojowczyk","R","GER",29.61533196,"Kevin Krawietz","R","GER",27.08829569,"Victor Estrella","R","DOM",38.56536619,"Federico Gaio","R","ITA",26.97604381,455,45,51,1642,412,57,207,312,4,0,50,28,20,14,9,1,2,0,4,62,33,23,9,10,6,10,56,53.2258064516129,71.4285714285714,69.6969696969697,28.351813825,32.770705,2.52703627,11.58932238
"228","2019-M004","Acapulco","Hard",32,"A",2019-02-25,240,120798,105302,"WC",105456,105156,"Alt","6-3 6-4",3,"R32","Hans Hach Verdugo","U","MEX",29.28952772,"Ante Pavic","R","CRO",29.97125257,"Sergio Galdos","R","PER",29.14715948,"Federico Zeballos","U","BOL",30.74058864,150,503,132,595,199,331,210,304,2,4,53,32,26,13,10,2,3,3,2,50,34,21,9,9,3,6,60.377358490566,68,81.25,61.7647058823529,29.630390145,29.94387406,0.681724850000002,1.59342916
"229","2019-0495","Dubai","Hard",32,"A",2019-02-25,269,104330,110749,"",110758,105526,"","7-6(4) 6-3",3,"F","Rajeev Ram","R","USA",34.94045175,"Joe Salisbury","U","GBR",26.85010267,"Ben Mclachlan","R","NZL",26.79534565,"Jan Lennard Struff","R","GER",28.83778234,21,3150,23,2832,27,2740,31,2460,2,0,58,42,37,12,11,0,0,3,1,68,41,29,12,10,10,11,72.4137931034483,60.2941176470588,88.0952380952381,70.7317073170732,30.89527721,27.816563995,8.09034908,2.04243669
"230","2019-0495","Dubai","Hard",32,"A",2019-02-25,268,110758,105526,"",105233,104646,"Q","6-7(5) 6-4 (12-10)",3,"SF","Ben Mclachlan","R","NZL",26.79534565,"Jan Lennard Struff","R","GER",28.83778234,"Jeevan Nedunchezhiyan","L","IND",30.34907598,"Purav Raja","R","IND",33.2183436,27,2740,31,2460,75,1119,96,885,8,3,77,53,41,12,11,3,4,3,3,75,46,32,20,11,1,3,68.8311688311688,61.3333333333333,77.3584905660377,69.5652173913043,27.816563995,31.78370979,2.04243669,2.86926762
"231","2019-0495","Dubai","Hard",32,"A",2019-02-25,267,104330,110749,"",103828,104486,"","7-6(4) 6-3",3,"SF","Rajeev Ram","R","USA",34.94045175,"Joe Salisbury","U","GBR",26.85010267,"Jean Julien Rojer","R","AHO",37.50308008,"Horia Tecau","R","ROU",34.09993155,21,3150,23,2832,20,3300,29,2640,5,0,57,39,36,14,11,0,0,5,1,60,40,30,11,10,8,9,68.4210526315789,66.6666666666667,92.3076923076923,75,30.89527721,35.801505815,8.09034908,3.40314853
"232","2019-0495","Dubai","Hard",32,"A",2019-02-25,266,110758,105526,"",103594,106207,"","7-5 7-5",3,"QF","Ben Mclachlan","R","NZL",26.79534565,"Jan Lennard Struff","R","GER",28.83778234,"Oliver Marach","R","AUT",38.61190965,"Mate Pavic","L","CRO",25.64544832,27,2740,31,2460,9,5100,7,5170,7,3,66,42,32,14,12,7,8,4,5,66,44,30,14,12,6,9,63.6363636363636,66.6666666666667,76.1904761904762,68.1818181818182,27.816563995,32.128678985,2.04243669,12.96646133
"233","2019-0495","Dubai","Hard",32,"A",2019-02-25,265,105233,104646,"Q",104259,104269,"","7-6(3) 6-7(5) (10-8)",3,"QF","Jeevan Nedunchezhiyan","L","IND",30.34907598,"Purav Raja","R","IND",33.2183436,"Philipp Kohlschreiber","R","GER",35.36208077,"Fernando Verdasco","L","ESP",35.27994524,75,1119,96,885,163,450,125,630,5,1,84,61,44,12,12,6,8,6,2,82,62,43,9,12,1,3,72.6190476190476,75.609756097561,72.1311475409836,69.3548387096774,31.78370979,35.321013005,2.86926762,0.0821355299999951
"234","2019-0495","Dubai","Hard",32,"A",2019-02-25,264,104330,110749,"",102233,105332,"WC","6-1 6-3",3,"QF","Rajeev Ram","R","USA",34.94045175,"Joe Salisbury","U","GBR",26.85010267,"Leander Paes","R","IND",45.69199179,"Benoit Paire","R","FRA",29.80150582,21,3150,23,2832,73,1123,146,510,3,0,37,27,25,7,8,0,0,5,2,45,27,18,5,8,2,6,72.972972972973,60,92.5925925925926,66.6666666666667,30.89527721,37.746748805,8.09034908,15.89048597
"235","2019-0495","Dubai","Hard",32,"A",2019-02-25,263,103828,104486,"",105932,105051,"","5-7 7-6(3) (10-3)",3,"QF","Jean Julien Rojer","R","AHO",37.50308008,"Horia Tecau","R","ROU",34.09993155,"Nikoloz Basilashvili","R","GEO",27.00616016,"Matthew Ebden","R","AUS",31.24982888,20,3300,29,2640,272,180,114,695,6,2,76,54,39,16,12,4,6,4,2,83,58,40,12,12,6,7,71.0526315789474,69.8795180722892,72.2222222222222,68.9655172413793,35.801505815,29.12799452,3.40314853,4.24366872
"236","2019-0495","Dubai","Hard",32,"A",2019-02-25,262,103594,106207,"",104471,106000,"","6-3 7-5",3,"R32","Oliver Marach","R","AUT",38.61190965,"Mate Pavic","L","CRO",25.64544832,"Ivan Dodig","R","CRO",34.14647502,"Damir Dzumhur","R","BIH",26.76796715,9,5100,7,5170,34,2340,173,405,3,2,50,37,28,7,10,0,2,1,4,63,41,26,9,11,5,10,74,65.0793650793651,75.6756756756757,63.4146341463415,32.128678985,30.457221085,12.96646133,7.37850787
"237","2019-0495","Dubai","Hard",32,"A",2019-02-25,261,110758,105526,"",104693,105015,"","6-2 6-2",3,"R32","Ben Mclachlan","R","NZL",26.79534565,"Jan Lennard Struff","R","GER",28.83778234,"Dominic Inglot","R","GBR",32.97467488,"Franco Skugor","R","CRO",31.43326489,27,2740,31,2460,26,2780,30,2635,2,2,40,21,18,14,8,2,2,1,2,41,21,13,8,8,3,7,52.5,51.219512195122,85.7142857142857,61.9047619047619,27.816563995,32.203969885,2.04243669,1.54140999
"238","2019-0495","Dubai","Hard",32,"A",2019-02-25,260,105233,104646,"Q",105573,105188,"","0-6 6-4 (10-8)",3,"R32","Jeevan Nedunchezhiyan","L","IND",30.34907598,"Purav Raja","R","IND",33.2183436,"Henri Kontinen","R","FIN",28.68720055,"John Peers","R","AUS",30.58726899,75,1119,96,885,17,4145,18,3645,2,1,55,41,23,7,8,8,11,8,1,51,32,29,9,8,0,1,74.5454545454545,62.7450980392157,56.0975609756098,90.625,31.78370979,29.63723477,2.86926762,1.90006844
"239","2019-0495","Dubai","Hard",32,"A",2019-02-25,259,104259,104269,"",104898,104235,"","5-7 6-3 (10-4)",3,"R32","Philipp Kohlschreiber","R","GER",35.36208077,"Fernando Verdasco","L","ESP",35.27994524,"Robin Haase","R","NED",31.89048597,"Matwe Middelkoop","R","NED",35.47980835,163,450,125,630,43,1840,40,1960,5,3,69,48,36,11,11,3,5,2,2,65,44,29,10,10,7,9,69.5652173913043,67.6923076923077,75,65.9090909090909,35.321013005,33.68514716,0.0821355299999951,3.58932238
"240","2019-0495","Dubai","Hard",32,"A",2019-02-25,258,102233,105332,"WC",103523,104690,"","6-2 7-6(2)",3,"R32","Leander Paes","R","IND",45.69199179,"Benoit Paire","R","FRA",29.80150582,"Rohan Bopanna","R","IND",38.97878166,"Divij Sharan","L","IND",32.98562628,73,1123,146,510,38,2095,39,1960,4,5,61,36,28,13,10,5,6,1,1,59,39,25,11,10,2,5,59.0163934426229,66.1016949152542,77.7777777777778,64.1025641025641,37.746748805,35.98220397,15.89048597,5.99315538
"241","2019-0495","Dubai","Hard",32,"A",2019-02-25,257,104330,110749,"",111575,106421,"","6-2 6-1",3,"R32","Rajeev Ram","R","USA",34.94045175,"Joe Salisbury","U","GBR",26.85010267,"Karen Khachanov","R","RUS",22.7652293,"Daniil Medvedev","R","RUS",23.03901437,21,3150,23,2832,121,645,389,70,1,1,38,24,22,10,8,0,0,3,1,42,32,17,3,7,3,7,63.1578947368421,76.1904761904762,91.6666666666667,53.125,30.89527721,22.902121835,8.09034908,0.273785069999999
"242","2019-0495","Dubai","Hard",32,"A",2019-02-25,256,103828,104486,"",103781,102800,"WC","6-3 6-4",3,"R32","Jean Julien Rojer","R","AHO",37.50308008,"Horia Tecau","R","ROU",34.09993155,"Jurgen Melzer","L","AUT",37.76317591,"Nenad Zimonjic","R","SRB",42.72689938,20,3300,29,2640,78,1086,455,45,9,2,52,39,33,5,10,0,1,0,1,52,38,24,7,9,5,8,75,73.0769230769231,84.6153846153846,63.1578947368421,35.801505815,40.245037645,3.40314853,4.96372347
"243","2019-0495","Dubai","Hard",32,"A",2019-02-25,255,105932,105051,"",104071,105030,"","7-6(4) 3-6 (10-3)",3,"R32","Nikoloz Basilashvili","R","GEO",27.00616016,"Matthew Ebden","R","AUS",31.24982888,"Raven Klaasen","R","RSA",36.3613963,"Michael Venus","R","NZL",31.36208077,272,180,114,695,13,4580,13,4580,2,3,65,47,39,9,10,1,2,1,5,73,47,38,11,11,5,5,72.3076923076923,64.3835616438356,82.9787234042553,80.8510638297872,29.12799452,33.861738535,4.24366872,4.99931553
"244","2019-0495","Dubai","Hard",32,"A",2019-02-25,242,105233,104646,"",128034,106045,"","6-4 6-2",3,"QF","Jeevan Nedunchezhiyan","L","IND",30.34907598,"Purav Raja","R","IND",33.2183436,"Hubert Hurkacz","R","POL",22.03696099,"Denis Kudla","R","USA",26.52429843,75,1119,96,885,533,29,190,350,1,1,45,34,28,4,9,0,1,6,1,54,33,20,7,9,6,10,75.5555555555556,61.1111111111111,82.3529411764706,60.6060606060606,31.78370979,24.28062971,2.86926762,4.48733744
"245","2019-0495","Dubai","Hard",32,"A",2019-02-25,241,128034,106045,"",104920,103938,"","6-1 6-4",3,"R32","Hubert Hurkacz","R","POL",22.03696099,"Denis Kudla","R","USA",26.52429843,"Denys Molchanov","R","UKR",31.78097194,"Igor Zelenay","R","SVK",37.0403833,533,29,190,350,66,1355,68,1343,5,0,48,28,22,14,9,1,1,1,3,41,26,17,7,8,4,7,58.3333333333333,63.4146341463415,78.5714285714286,65.3846153846154,24.28062971,34.41067762,4.48733744,5.25941136
"246","2019-0495","Dubai","Hard",32,"A",2019-02-25,240,105233,104646,"",105747,105633,"WC","4-6 6-2 (10-6)",3,"R32","Jeevan Nedunchezhiyan","L","IND",30.34907598,"Purav Raja","R","IND",33.2183436,"Karim Mohamed Maamoun","R","EGY",27.88227242,"Mohamed Safwat","R","EGY",28.43531828,75,1119,96,885,273,166,304,138,3,1,57,39,29,11,9,3,4,3,1,64,42,26,10,9,6,8,68.4210526315789,65.625,74.3589743589744,61.9047619047619,31.78370979,28.15879535,2.86926762,0.553045860000001
"247","2019-0533","Sao Paulo","Clay",32,"A",2019-02-25,269,105643,104216,"",106382,110779,"","6-4 6-3",3,"F","Federico Delbonis","L","ARG",28.39151266,"Maximo Gonzalez","R","ARG",35.60301164,"Luke Bambridge","R","GBR",24.09582478,"Jonny Omara","R","GBR",23.98631075,135,580,28,2735,49,1703,54,1591,9,2,45,25,23,12,9,0,1,2,5,52,32,22,8,10,4,8,55.5555555555556,61.5384615384615,92,68.75,31.99726215,24.041067765,7.21149898,0.10951403
"248","2019-0533","Sao Paulo","Clay",32,"A",2019-02-25,268,105643,104216,"",105433,105120,"","7-6(4) 6-4",3,"SF","Federico Delbonis","L","ARG",28.39151266,"Maximo Gonzalez","R","ARG",35.60301164,"Roman Jebavy","R","CZE",29.27583847,"Andres Molteni","R","ARG",30.9486653,135,580,28,2735,45,1827,53,1617,5,1,61,45,36,12,11,3,3,0,1,67,49,36,9,11,4,5,73.7704918032787,73.134328358209,80,73.469387755102,31.99726215,30.112251885,7.21149898,1.67282683
"249","2019-0533","Sao Paulo","Clay",32,"A",2019-02-25,267,106382,110779,"",105064,104297,"WC","3-6 6-4 (10-5)",3,"SF","Luke Bambridge","R","GBR",24.09582478,"Jonny Omara","R","GBR",23.98631075,"Thomaz Bellucci","L","BRA",31.15674196,"Rogerio Dutra Silva","R","BRA",35.06091718,49,1703,54,1591,192,345,166,420,4,3,53,34,28,12,9,2,3,0,2,58,41,32,9,10,1,2,64.1509433962264,70.6896551724138,82.3529411764706,78.0487804878049,24.041067765,33.10882957,0.10951403,3.90417522
"250","2019-0533","Sao Paulo","Clay",32,"A",2019-02-25,266,105643,104216,"",104655,104547,"","6-4 7-6(5)",3,"QF","Federico Delbonis","L","ARG",28.39151266,"Maximo Gonzalez","R","ARG",35.60301164,"Pablo Cuevas","R","URU",33.14989733,"Horacio Zeballos","L","ARG",33.83162218,135,580,28,2735,50,1694,22,2860,4,2,63,41,32,16,11,2,2,1,2,62,43,37,9,11,1,2,65.0793650793651,69.3548387096774,78.0487804878049,86.046511627907,31.99726215,33.490759755,7.21149898,0.681724849999995
"251","2019-0533","Sao Paulo","Clay",32,"A",2019-02-25,265,105433,105120,"",109739,105617,"","6-4 6-2",3,"QF","Roman Jebavy","R","CZE",29.27583847,"Andres Molteni","R","ARG",30.9486653,"Maximilian Marterer","L","GER",23.69883641,"Andreas Mies","U","GER",28.51471595,45,1827,53,1617,282,160,57,1509,0,0,50,33,23,13,9,2,2,7,2,47,29,21,9,9,2,5,66,61.7021276595745,69.6969696969697,72.4137931034483,30.112251885,26.10677618,1.67282683,4.81587954
"252","2019-0533","Sao Paulo","Clay",32,"A",2019-02-25,264,106382,110779,"",105695,126115,"","6-4 6-4",3,"QF","Luke Bambridge","R","GBR",24.09582478,"Jonny Omara","R","GBR",23.98631075,"Sander Gille","R","BEL",28.11225188,"Joran Vliegen","U","BEL",25.63723477,49,1703,54,1591,86,1012,85,1014,7,1,48,28,27,12,10,1,2,2,4,60,41,28,9,10,2,5,58.3333333333333,68.3333333333333,96.4285714285714,68.2926829268293,24.041067765,26.874743325,0.10951403,2.47501711
"253","2019-0533","Sao Paulo","Clay",32,"A",2019-02-25,263,105064,104297,"WC",105656,103859,"","4-6 6-4 (10-6)",3,"QF","Thomaz Bellucci","L","BRA",31.15674196,"Rogerio Dutra Silva","R","BRA",35.06091718,"Marcelo Arevalo","R","ESA",28.35865845,"James Cerretani","L","USA",37.39904175,192,345,166,420,59,1494,71,1260,1,2,68,44,33,13,10,6,7,0,0,66,50,36,8,10,3,4,64.7058823529412,75.7575757575758,75,72,33.10882957,32.8788501,3.90417522,9.0403833
"254","2019-0533","Sao Paulo","Clay",32,"A",2019-02-25,262,104655,104547,"",105269,104233,"","7-5 6-4",3,"R32","Pablo Cuevas","R","URU",33.14989733,"Horacio Zeballos","L","ARG",33.83162218,"Marcelo Demoliner","R","BRA",30.1026694,"Frederik Nielsen","R","DEN",35.49897331,50,1694,22,2860,58,1496,48,1742,1,1,60,44,34,10,11,6,6,2,2,60,34,28,11,11,4,6,73.3333333333333,56.6666666666667,77.2727272727273,82.3529411764706,33.490759755,32.800821355,0.681724849999995,5.39630391
"255","2019-0533","Sao Paulo","Clay",32,"A",2019-02-25,261,105643,104216,"",103543,104667,"","6-4 6-4",3,"R32","Federico Delbonis","L","ARG",28.39151266,"Maximo Gonzalez","R","ARG",35.60301164,"David Marrero","R","ESP",38.88295688,"Philipp Oswald","R","AUT",33.08966461,135,580,28,2735,131,603,74,1120,6,1,50,32,27,13,10,0,0,6,0,54,35,26,9,10,5,7,64,64.8148148148148,84.375,74.2857142857143,31.99726215,35.986310745,7.21149898,5.79329227
"256","2019-0533","Sao Paulo","Clay",32,"A",2019-02-25,260,105433,105120,"",106148,104291,"","6-0 6-3",3,"R32","Roman Jebavy","R","CZE",29.27583847,"Andres Molteni","R","ARG",30.9486653,"Roberto Carballes Baena","R","ESP",25.92744695,"Malek Jaziri","R","TUN",35.09924709,45,1827,53,1617,206,315,79,1080,0,1,36,23,17,8,7,0,1,3,5,52,31,18,6,8,7,13,63.8888888888889,59.6153846153846,73.9130434782609,58.0645161290323,30.112251885,30.51334702,1.67282683,9.17180014
"257","2019-0533","Sao Paulo","Clay",32,"A",2019-02-25,259,109739,105617,"",127108,122425,"WC","6-7(11) 6-0 (10-6)",3,"R32","Maximilian Marterer","L","GER",23.69883641,"Andreas Mies","U","GER",28.51471595,"Igor Ribeiro Marcondes","U","BRA",21.69472964,"Rafael Matos","U","BRA",23.137577,282,160,57,1509,40,1960,572,19,3,1,65,41,31,14,9,2,3,1,3,72,54,34,7,9,3,7,63.0769230769231,75,75.609756097561,62.962962962963,26.10677618,22.41615332,4.81587954,1.44284736
"258","2019-0533","Sao Paulo","Clay",32,"A",2019-02-25,258,105695,126115,"",105160,106228,"","6-4 5-7 (10-5)",3,"R32","Sander Gille","R","BEL",28.11225188,"Joran Vliegen","U","BEL",25.63723477,"Guillermo Duran","R","ARG",30.72142368,"Juan Ignacio Londero","R","ARG",25.53045859,86,1012,85,1014,91,938,283,160,7,3,67,43,35,12,11,1,2,1,5,70,46,31,13,11,7,8,64.1791044776119,65.7142857142857,81.3953488372093,67.3913043478261,26.874743325,28.125941135,2.47501711,5.19096509
"259","2019-0533","Sao Paulo","Clay",32,"A",2019-02-25,257,106382,110779,"",106198,105550,"","6-4 7-5",3,"R32","Luke Bambridge","R","GBR",24.09582478,"Jonny Omara","R","GBR",23.98631075,"Hugo Dellien","R","BOL",25.69472964,"Guido Pella","L","ARG",28.77754962,49,1703,54,1591,217,297,129,610,7,2,61,40,30,11,11,2,3,5,1,67,46,31,8,11,6,9,65.5737704918033,68.6567164179104,75,67.3913043478261,24.041067765,27.23613963,0.10951403,3.08281998
"260","2019-0533","Sao Paulo","Clay",32,"A",2019-02-25,256,105656,103859,"",106033,105714,"","7-5 6-4",3,"R32","Marcelo Arevalo","R","ESA",28.35865845,"James Cerretani","L","USA",37.39904175,"Romain Arneodo","R","FRA",26.55989049,"Hugo Nys","R","MON",28.02464066,59,1494,71,1260,89,997,93,921,3,1,52,41,34,7,11,1,2,3,3,59,29,22,16,11,3,6,78.8461538461538,49.1525423728814,82.9268292682927,75.8620689655172,32.8788501,27.292265575,9.0403833,1.46475017
"261","2019-0533","Sao Paulo","Clay",32,"A",2019-02-25,255,105064,104297,"WC",104919,105311,"","6-7(3) 7-6(4) (12-10)",3,"R32","Thomaz Bellucci","L","BRA",31.15674196,"Rogerio Dutra Silva","R","BRA",35.06091718,"Leonardo Mayer","R","ARG",31.78370979,"Joao Sousa","R","POR",29.908282,192,345,166,420,55,1530,32,2355,3,2,81,63,51,10,12,8,9,7,4,83,59,44,13,12,3,4,77.7777777777778,71.0843373493976,80.9523809523809,74.5762711864407,33.10882957,30.845995895,3.90417522,1.87542779
"262","2019-M006","Indian Wells Masters","Hard",128,"M",2019-03-04,173,105254,104547,"",103997,104249,"","4-6 6-4 (10-3)",3,"F","Nikola Mektic","R","CRO",30.19028063,"Horacio Zeballos","L","ARG",33.85078713,"Lukasz Kubot","R","POL",36.79945243,"Marcelo Melo","R","BRA",35.44421629,15,4470,25,2860,8,5110,12,4840,1,2,61,37,28,16,10,3,5,0,3,63,41,26,12,10,4,6,60.655737704918,65.0793650793651,75.6756756756757,63.4146341463415,32.02053388,36.12183436,3.6605065,1.35523614
"263","2019-M006","Indian Wells Masters","Hard",128,"M",2019-03-04,172,105254,104547,"",103594,106207,"","7-6(3) 7-6(3)",3,"SF","Nikola Mektic","R","CRO",30.19028063,"Horacio Zeballos","L","ARG",33.85078713,"Oliver Marach","R","AUT",38.63107461,"Mate Pavic","L","CRO",25.66461328,15,4470,25,2860,9,5100,7,5170,1,2,71,48,37,16,12,2,3,7,4,72,50,38,11,12,0,1,67.6056338028169,69.4444444444444,77.0833333333333,76,32.02053388,32.147843945,3.6605065,12.96646133
"264","2019-M006","Indian Wells Masters","Hard",128,"M",2019-03-04,171,103997,104249,"",104925,104926,"","7-6(5) 2-6 (10-6)",3,"SF","Lukasz Kubot","R","POL",36.79945243,"Marcelo Melo","R","BRA",35.44421629,"Novak Djokovic","R","SRB",31.78370979,"Fabio Fognini","R","ITA",31.77823409,8,5110,12,4840,221,270,85,1030,1,3,71,44,30,13,10,2,5,3,3,71,43,31,12,10,2,3,61.9718309859155,60.5633802816901,68.1818181818182,72.0930232558139,36.12183436,31.78097194,1.35523614,0.00547569999999808
"265","2019-M006","Indian Wells Masters","Hard",128,"M",2019-03-04,170,105254,104547,"",108701,104857,"","3-6 7-5 (10-6)",3,"QF","Nikola Mektic","R","CRO",30.19028063,"Horacio Zeballos","L","ARG",33.85078713,"Juan Sebastian Cabal","R","COL",32.8569473,"Robert Farah","R","COL",32.11772758,15,4470,25,2860,10,5030,10,5030,1,2,62,42,30,11,10,5,6,0,3,68,37,28,17,11,4,5,67.741935483871,54.4117647058823,71.4285714285714,75.6756756756757,32.02053388,32.48733744,3.6605065,0.739219720000001
"266","2019-M006","Indian Wells Masters","Hard",128,"M",2019-03-04,169,103594,106207,"",104071,105030,"","6-4 6-7(5) (10-5)",3,"QF","Oliver Marach","R","AUT",38.63107461,"Mate Pavic","L","CRO",25.66461328,"Raven Klaasen","R","RSA",36.38056126,"Michael Venus","R","NZL",31.38124572,9,5100,7,5170,13,4580,13,4580,9,2,71,46,39,14,11,0,1,3,6,80,53,38,13,11,1,3,64.7887323943662,66.25,84.7826086956522,71.6981132075472,32.147843945,33.88090349,12.96646133,4.99931554
"267","2019-M006","Indian Wells Masters","Hard",128,"M",2019-03-04,168,103997,104249,"",104693,105015,"","4-6 6-2 (10-6)",3,"QF","Lukasz Kubot","R","POL",36.79945243,"Marcelo Melo","R","BRA",35.44421629,"Dominic Inglot","R","GBR",32.99383984,"Franco Skugor","R","CRO",31.45242984,8,5110,12,4840,27,2780,30,2635,1,3,57,33,24,14,9,4,6,4,2,56,36,25,11,9,5,8,57.8947368421053,64.2857142857143,72.7272727272727,69.4444444444444,36.12183436,32.22313484,1.35523614,1.54141
"268","2019-M006","Indian Wells Masters","Hard",128,"M",2019-03-04,167,104925,104926,"",103828,104486,"","7-6(6) 2-6 (10-6)",3,"QF","Novak Djokovic","R","SRB",31.78370979,"Fabio Fognini","R","ITA",31.77823409,"Jean Julien Rojer","R","AHO",37.52224504,"Horia Tecau","R","ROU",34.11909651,221,270,85,1030,22,2980,33,2320,5,4,75,57,36,10,10,4,7,6,4,76,46,32,15,10,8,9,76,60.5263157894737,63.1578947368421,69.5652173913043,31.78097194,35.820670775,0.00547569999999808,3.40314853
"269","2019-M006","Indian Wells Masters","Hard",128,"M",2019-03-04,166,105254,104547,"",105732,103917,"","2-6 7-6(7) (13-11)",3,"R64","Nikola Mektic","R","CRO",30.19028063,"Horacio Zeballos","L","ARG",33.85078713,"Pierre Hugues Herbert","R","FRA",27.96167009,"Nicolas Mahut","R","FRA",37.11430527,15,4470,25,2860,4,5950,3,6200,4,4,79,58,40,11,10,1,3,5,3,75,44,34,19,10,2,2,73.4177215189873,58.6666666666667,68.9655172413793,77.2727272727273,32.02053388,32.53798768,3.6605065,9.15263518
